Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
56,2 BHK Ready to Occupy Flat for sale Badlapur East,"This beautiful 2 BHK Flat is available for sale in Badlapur East, Thane. This flat for resale is the perfect property for you! This ready to move property in Badlapur East is readily available within an affordable cost of INR 30 Lac. Rest easy, as its possession date is May '15. You will find it unfurnished. Some neighbouring landmarks are chaitanya sankul , near chaitanya vidyalaya , shirgaon , badlapur east.",30 Lac ,3488,thane,,,6 out of 7,Resale,Unfurnished,,Main Road,,2,1,,Co-operative Society,860 sqft,,
57,2 BHK Ready to Occupy Flat for sale in Vihang Hills Ghodbunder Road,"Discover this immaculate 2 BHK flat for sale at the pristine Ghodbunder Road in Thane. Situated in the Vihang Hills township, it has a prime location. This apartment is a property of choice for resale. You can buy this ready to move flat in Ghodbunder Road at a reasonable price of INR 70 Lac. The apartment is unfurnished. its very near to upcoming metro station. are some major landmarks near the apartment.",70 Lac ,8750,thane,600 sqft,Ready to Move,14 out of 17,Resale,Unfurnished,North - West,"Garden/Park, Main Road",Vihang Hills,2,2,,Co-operative Society,,,
58,2 BHK Ready to Occupy Flat for sale in Orovia Phase 1 Hiranandani Estate,"Discover this immaculate 2 BHK flat for sale at the pristine Hiranandani Estate in Thane. Located in the Orovia Phase 1 township, the flat enjoys access to the prime spots in the city. This flat is an attractive property for resale. You can buy this ready to move flat in Hiranandani Estate at a reasonable price of INR 1.20 Cr. This contemporary apartment is semi-furnished. The prime landmarks near this property are hiranandani estate ..",1.20 Cr ,11765,thane,661 sqft,Ready to Move,21 out of 27,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Orovia Phase 1,2,1,1 Covered,Co-operative Society,,,
59,2 BHK Ready to Occupy Flat for sale in Lodha Palava City Dombivli,"This beautiful 2 BHK Flat is available for sale in Dombivli, Thane. This flat is situated within the renown township of Lodha Palava City. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This apartment ready to move in the Dombivli is available for an attractive price of INR 51 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience. The flat is easily approachable because it is near to near pawar school and club house.",51 Lac ,5611,thane,686 sqft,Ready to Move,5 out of 8,Resale,Unfurnished,North,Main Road,Lodha Palava City,2,1,,Freehold,,,
60,3 BHK Ready to Occupy Flat for sale in Parkwood Kavesar,"This lovely 3 BHK Flat in Kavesar, Thane is up for sale. Situated in the excellent Parkwood township. The flat enjoys a prime location. This flat for resale is the perfect property for you! The ready to move flat in the prime area of Kavesar is available at a reasonable price of INR 1.55 Cr. Available in unfurnished state, this flat is a great buy. its near to upcoming metro station. are some of the key nearby landmarks.",1.55 Cr ,11481,thane,950 sqft,Ready to Move,7 out of 30,Resale,Unfurnished,North - East,"Garden/Park, Main Road",Parkwood,3,2,1 Covered,Co-operative Society,,,
61,1 BHK Ready to Occupy Flat for sale in Lodha Palava Lakeshore Greens Dombivli East,"This attractive 1 BHK apartment can be found for sale in Dombivli East, Thane. It is housed in the well-planned Lodha Palava Lakeshore Greens township in an advantageous location. This flat for resale is just the type of property you have been searching for! You can buy this ready to move flat in Dombivli East at a reasonable price of INR 30 Lac. The flat is unfurnished and is suitable for any family size. The prime landmarks near this property are excellent 1 bhk, unused, vastu compliant at unbeatable price.",30 Lac ,3876,thane,504 sqft,Ready to Move,6 out of 18,Resale,Unfurnished,East,"Garden/Park, Main Road",Lodha Palava Lakeshore Greens,1,1,1 Covered,Freehold,,,
62,2 BHK Ready to Occupy Flat for sale in Hiranandani Skylark Enclave Hiranandani Estate,"This magnificent 2 BHK Flat is available for sale in Hiranandani Estate, Thane. This flat is situated within the renown township of Hiranandani Skylark Enclave. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat is offered at an economical price of INR 1.90 Cr. Available in semi-furnished state, this flat is a great buy. The prime landmarks near this property are hiranandani estate.",1.90 Cr ,15385,thane,799 sqft,Ready to Move,14 out of 28,Resale,Semi-Furnished,East,Garden/Park,Hiranandani Skylark Enclave,2,,1 Covered,Freehold,,,
63,1 BHK Ready to Occupy Flat for sale Lok Manya Nagar,"This magnificent 1 BHK Flat is available for sale in Lok Manya Nagar, Thane. Invest your valuable money in this flat that is for resale. This apartment ready to move in the Lok Manya Nagar is available for an attractive price of INR 40 Lac. It is unfurnished to accommodate your needs.",40 Lac ,8000,thane,,Ready to Move,3 out of 5,Resale,Unfurnished,,,,1,,,,500 sqft,,
64,1 BHK Ready to Occupy Flat for sale in Lodha Crown Majiwada,"Majiwada, Thane has an attractive 1 BHK Flat for sale. It is in a prime location within the Lodha Crown. This flat for sale has a desirable location. In Majiwada, this ready to move flat is available at an attractive price of INR 60 Lac. The flat is sold in semi-furnished condition. near boulevard mall, thane are some major landmarks near the apartment.",60 Lac ,18750,thane,320 sqft,Ready to Move,2 out of 24,New Property,Semi-Furnished,East,Garden/Park,Lodha Crown,1,,,Freehold,,,
65,2 BHK Ready to Occupy Flat for sale Dombivli,"This attractive 2 BHK apartment can be found for sale in Dombivli, Thane. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat in Dombivli comes at an affordable price of INR 85 Lac. It is furnished to accommodate your needs.",85 Lac ,10000,thane,650 sqft,Ready to Move,3 out of 4,Resale,Furnished,East,,,2,,,Co-operative Society,,,
66,2 BHK Ready to Occupy Flat for sale Usarghar Gaon,"Usarghar Gaon, Thane has an appealing 2 BHK flat for sale with various amenities. This apartment is a property of choice for resale. This ready to move flat in Usarghar Gaon is available for a reasonable price of INR 43 Lac. The flat is sold in unfurnished condition. Prominent landmarks in and around this locality are this property is close to mall, local market , schools and restaurants.",43 Lac ,7338,thane,586 sqft,Ready to Move,1 out of 8,Resale,Unfurnished,East,Garden/Park,,2,1,1 Open,Freehold,,,
67,2 BHK Ready to Occupy Flat for sale in Amber Enclave Thakurli,"This exquisite 2 BHK Flat is offered for sale in Thakurli, Thane. Situated in the Amber Enclave township, it has a prime location. This flat is an attractive property for resale. Located in Thakurli, this ready to move apartment is sold at a fair selling price of INR 85 Lac. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities.",85 Lac ,8500,thane,,Ready to Move,2 out of 16,Resale,Unfurnished,,,Amber Enclave,2,,,,1000 sqft,,
68,3 BHK Ready to Occupy Flat for sale Panch Pakhdi,3 BHK flat available for sale in Thane in the prime location of Panch Pakhdi. This is one of the best properties available for resale. The ready to move flat in Panch Pakhdi is all ready for sale at a low-priced budget of INR 2.60 Cr. This contemporary apartment is semi-furnished.,2.60 Cr ,17333,thane,1200 sqft,Ready to Move,7 out of 7,Resale,Semi-Furnished,East,"Garden/Park, Main Road",,3,1,701 Covered,Freehold,,,
69,2 BHK Ready to Occupy Flat for sale in Ashar Edge Pokharan Road Number 2,"Have a look at this immaculate 2 BHK flat for sale in Pokharan Road Number 2, Thane. Located in the Ashar Edge township, the flat enjoys access to the prime spots in the city. This flat is available as a resale property. This ready to move flat in Pokharan Road Number 2 is available for a reasonable price of INR 1.55 Cr. You will find it semi-furnished. Some nearby landmarks are ashar edge is one of the most popular destination for buying apartments flats in pokhran2, mumbai thane. you too can be a part of this society by purchasing this 2 bhk flat here. the flat is over carpet area and comes with bathrooms and balconies. the property is lo....",1.55 Cr ,,thane,741 sqft,Ready to Move,4 out of 28,Resale,Semi-Furnished,East,,Ashar Edge,2,2,1 Covered,Co-operative Society,,,
70,3 BHK Ready to Occupy Flat for sale in Ashar Edge Pokharan Road Number 2,"Carefully laid out in the prime location of Pokharan Road Number 2 in Thane, this spacious 3 BHK flat on sale is a meticulously planned project. It is in a prime location within the Ashar Edge. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Pokharan Road Number 2 can be taken at a very economical pricing of INR 2.65 Cr. The apartment is semi-furnished. The flat is in close proximity to prominent landmarks like ashar edge is one of the most popular destination for buying apartmen.",2.65 Cr ,,thane,1200 sqft,Ready to Move,4 out of 26,Resale,Semi-Furnished,East,,Ashar Edge,3,3,2 Covered,Co-operative Society,,,
71,1 BHK Ready to Occupy Flat for sale in Sagar Residency Kavesar,This ready to move-in 1 BHK flat is available for sale at the premium Kavesar in Thane. This flat is situated within the renown township of Sagar Residency. This flat for resale is a choice property. This ready to move flat in Kavesar comes at an affordable price of INR 53 Lac. The spacious apartment is furnished.,53 Lac ,,thane,,Ready to Move,5 out of 7,Resale,Furnished,East,Garden/Park,Sagar Residency,2,,,Co-operative Society,,,
72,2 BHK Ready to Occupy Flat for sale in Sarvodaya Mangal Thakurli,"Thakurli, Thane has an attractive 2 BHK Flat for sale. It is based at Sarvodaya Mangal complex, that occupies a prominent place in the locality. This flat is an attractive property for resale. This ready to move flat in Thakurli is available for a reasonable price of INR 60 Lac. The flat is sold in unfurnished condition. dns bank. are some of the key nearby landmarks.",60 Lac ,7059,thane,590 sqft,Ready to Move,7 out of 7,Resale,Unfurnished,East,"Garden/Park, Main Road",Sarvodaya Mangal,2,1,1 Open,Co-operative Society,,,
73,3 BHK Ready to Occupy Flat for sale in Anamitra CHS Ltd Brahmand,"This beautiful 3 BHK Flat is available for sale in Brahmand, Thane. Situated in the Anamitra Chs Ltd township, it has a prime location. This flat for resale has a desirable location. This ready to move property in Brahmand is readily available within an affordable cost of INR 1.10 Cr. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level. Some nearby landmarks are reputed schools ,banks, and atms are available nearby vicinity.",1.10 Cr ,11458,thane,960 sqft,Ready to Move,1 out of 17,Resale,Unfurnished,East,Main Road,Anamitra CHS Ltd,3,2,1 Covered,Freehold,,,
74,1 BHK Ready to Occupy Flat for sale in Patels Homes Ambernath East,"1 BHK flat available for sale in Thane in the prime location of Ambernath East. It is based at Patels Homes complex, that occupies a prominent place in the locality. This flat for resale is a choice property. This ready to move flat in Ambernath East comes at an affordable price of INR 35 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",35 Lac ,4459,thane,,Ready to Move,5 out of 5,Resale,Unfurnished,,,Patels Homes,1,,,,785 sqft,,
75,1 BHK Ready to Occupy Flat for sale in Pranshu Pride Coperative Housing Society Dombivli East,"1 BHK flat available for sale in Thane in the prime location of Dombivli East. This flat is situated within the renown township of Pranshu Pride Coperative Housing Society. This flat for resale is the perfect property for you! Located in Dombivli East, this ready to move apartment is sold at a fair selling price of INR 32 Lac. You will find it unfurnished.",32 Lac ,6709,thane,,Ready to Move,2 out of 4,Resale,Unfurnished,,,Pranshu Pride Coperative Housing Society,1,,,,477 sqft,,
76,3 BHK Ready to Occupy Flat for sale in Tata Serein Pokharan Road Number 2,"This attractive 3 BHK apartment can be found for sale in Pokharan Road Number 2, Thane. Located in the Tata Serein township, the flat enjoys access to the prime spots in the city. This flat for sale is just the type of property you have been searching for! This ready to move flat is offered at an economical price of INR 2.40 Cr. It is unfurnished to accommodate your needs.",2.40 Cr ,13699,thane,1168 sqft,Ready to Move,20 out of 32,New Property,Unfurnished,East,Garden/Park,Tata Serein,3,1,2 Covered,Freehold,,,
